image_path,rx,ry,rz,tx,ty,tz
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26732.png,-93,5,0,8,6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13693.png,-98,-6,-3,10,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12303.png,-83,6,0,10,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6507.png,-82,1,2,6,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23748.png,-84,-6,-3,-14,-4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29242.png,-85,-2,-1,0,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10982.png,-94,0,-1,-18,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27070.png,-85,4,2,-14,0,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34938.png,-83,-7,-2,-10,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_535.png,-91,-4,3,0,-4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16700.png,-87,-1,1,10,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27471.png,-90,-6,-1,14,2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33809.png,-91,7,3,-2,8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5100.png,-85,7,1,-10,-6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19278.png,-87,7,-3,10,-8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29998.png,-97,3,-1,8,6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6957.png,-95,5,0,-10,-2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8465.png,-92,-2,2,-10,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9959.png,-97,3,4,18,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26247.png,-90,7,-1,16,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5883.png,-87,-1,-1,-6,-4,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32896.png,-95,-4,3,-14,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1714.png,-95,-6,3,14,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5204.png,-92,-7,0,4,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31257.png,-92,-2,1,-18,6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7965.png,-87,3,-3,16,4,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24314.png,-92,-3,4,2,-6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20183.png,-87,3,-1,-12,-4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8062.png,-83,6,4,2,-4,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29510.png,-83,4,-2,16,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1360.png,-83,-8,0,-16,6,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12446.png,-88,3,-3,12,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27452.png,-88,2,-2,14,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13710.png,-89,-3,2,-20,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10394.png,-84,-6,1,0,-6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7209.png,-88,-5,3,0,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14451.png,-98,2,-3,18,2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_996.png,-84,-8,-4,16,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_532.png,-97,-3,3,4,-2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12882.png,-83,2,-4,-8,0,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6626.png,-86,-7,-4,-10,8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6198.png,-91,-1,-3,-20,-2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18583.png,-89,5,-3,-14,6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31785.png,-93,0,2,-2,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13009.png,-88,-8,2,-18,-2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10077.png,-83,-4,0,16,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8712.png,-87,4,-3,-12,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27038.png,-87,-8,-3,8,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23684.png,-90,-7,-2,-12,-8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1664.png,-92,6,2,8,-8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32026.png,-88,-4,4,-10,-6,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4583.png,-86,6,2,-18,-8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26241.png,-86,7,-4,-14,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18311.png,-85,-3,-4,-14,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8329.png,-89,-5,3,0,8,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21513.png,-95,-3,-4,8,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15641.png,-84,-7,-1,16,-2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34757.png,-85,7,-4,2,-2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15601.png,-98,2,2,-20,8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23832.png,-88,-2,1,12,0,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33903.png,-95,7,-3,2,-6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1974.png,-83,-1,-2,-2,6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8934.png,-85,-3,3,-18,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26111.png,-91,-8,-2,-4,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17617.png,-96,-4,-4,-10,4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10874.png,-86,-1,-4,14,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13297.png,-87,4,-4,8,-4,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19652.png,-89,-4,-4,-8,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6510.png,-91,7,4,8,2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19965.png,-90,-4,-2,-4,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18748.png,-87,2,-2,-10,4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8763.png,-83,-3,-1,-6,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5098.png,-90,-2,-1,14,-2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31558.png,-94,-1,-2,4,6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24487.png,-85,-7,3,-2,0,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1944.png,-95,-8,2,-6,-4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5843.png,-91,-3,0,-6,-6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25087.png,-98,1,4,14,-8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22433.png,-90,0,-2,16,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18000.png,-85,-6,-3,-16,6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29823.png,-87,0,-3,-14,-2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27405.png,-94,2,2,-20,6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30892.png,-90,-4,-3,-10,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17240.png,-93,-6,-1,4,-8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30329.png,-93,-1,0,-12,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6488.png,-92,-8,-1,16,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22378.png,-83,5,1,16,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31748.png,-86,6,-1,12,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14385.png,-94,1,0,-4,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20996.png,-89,5,-2,-12,6,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27648.png,-83,-2,-3,-12,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2224.png,-82,6,-4,10,-2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31254.png,-84,-8,0,8,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21212.png,-92,-4,3,8,0,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34363.png,-86,4,3,14,8,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15447.png,-87,-5,4,18,-4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_727.png,-86,-5,2,-8,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16335.png,-98,0,-3,16,6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31755.png,-84,-3,1,8,-4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23426.png,-82,-6,-3,-4,-2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_763.png,-89,-8,-3,-8,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9052.png,-97,7,2,16,6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15565.png,-95,-6,-4,2,-6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1606.png,-96,-1,1,-16,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23168.png,-95,8,2,18,2,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26881.png,-97,-1,-2,12,6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18971.png,-85,-7,3,-12,-6,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_432.png,-98,1,1,8,-2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20353.png,-96,-3,2,-6,2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26313.png,-96,7,3,-12,2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32112.png,-82,-7,1,-6,-4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29774.png,-98,-6,-2,18,-8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7115.png,-90,1,-3,8,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12976.png,-90,7,1,-4,8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8016.png,-82,4,3,6,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17086.png,-89,-1,2,-2,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12839.png,-94,-6,3,8,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9788.png,-89,-3,2,0,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12192.png,-89,-1,4,2,4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2481.png,-94,6,3,-18,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14837.png,-85,8,2,14,8,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22043.png,-93,-6,1,-18,8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24240.png,-90,4,4,-12,-8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3452.png,-83,4,0,-18,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28995.png,-98,-7,2,-2,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2078.png,-85,-2,-1,-4,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32738.png,-83,6,2,12,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22276.png,-97,6,0,10,8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3238.png,-96,6,-2,18,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28740.png,-98,-3,-2,2,4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4517.png,-82,-3,3,14,-4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13358.png,-88,-1,0,-6,8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33227.png,-91,-3,3,-6,4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26583.png,-94,6,-4,-4,4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7929.png,-95,3,2,8,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16815.png,-97,-2,-3,-20,4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8245.png,-82,7,-1,-16,-2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17983.png,-98,5,-4,12,-8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1183.png,-91,4,3,12,-8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23726.png,-90,-5,1,0,2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3300.png,-96,6,-4,-4,2,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7205.png,-97,2,4,-14,4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33395.png,-89,-7,0,2,6,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34543.png,-86,-6,-2,-12,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15228.png,-92,-6,2,16,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30603.png,-95,-7,1,4,-2,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16896.png,-86,-2,2,4,0,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15255.png,-90,-8,-3,-12,-4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34324.png,-92,-5,-1,2,-4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3942.png,-82,-8,-1,0,2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23667.png,-91,-3,2,-20,6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16079.png,-84,-8,2,-6,4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16720.png,-87,0,-1,18,-8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5815.png,-85,3,-4,-16,2,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5263.png,-86,-1,-4,2,-2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9912.png,-83,-5,-1,-10,-2,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24174.png,-98,1,-4,4,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10756.png,-84,0,2,-2,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20511.png,-98,3,0,-10,2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33554.png,-90,8,-1,-8,6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25958.png,-98,5,1,-4,-6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34217.png,-86,-8,0,12,-8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5623.png,-87,-1,2,-18,-8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1181.png,-86,8,2,0,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26270.png,-88,1,1,2,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3642.png,-87,-3,-1,10,-2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16449.png,-89,8,0,14,4,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_17450.png,-85,-6,-1,6,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28402.png,-89,6,-3,10,8,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22698.png,-87,4,3,6,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19372.png,-86,-3,1,-18,-8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13661.png,-94,-1,-2,-6,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30467.png,-93,-2,1,18,6,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_72.png,-96,-3,0,-6,-2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27551.png,-97,4,-1,10,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25307.png,-92,-1,-2,18,8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16903.png,-89,5,0,0,-6,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8776.png,-94,7,2,8,0,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3256.png,-85,-4,0,-6,-6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26348.png,-96,7,4,-20,-2,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13346.png,-84,0,4,6,-6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14164.png,-84,3,3,4,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12639.png,-87,-1,-2,-16,6,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29201.png,-93,-6,3,-14,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19359.png,-91,-5,-2,-2,-2,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_10405.png,-93,7,-2,6,0,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33097.png,-92,-7,-1,4,6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31082.png,-85,3,-2,14,-2,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13685.png,-87,1,1,-6,-8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19346.png,-83,5,-1,14,-4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_33620.png,-91,0,3,-16,-8,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28453.png,-97,5,1,18,2,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34460.png,-88,-5,-3,4,-6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3665.png,-89,8,3,8,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30447.png,-92,-3,3,8,0,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4030.png,-88,2,0,-2,-4,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18445.png,-86,7,-4,-2,4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13557.png,-87,1,-3,10,8,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7533.png,-93,1,4,8,0,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5193.png,-98,-4,-2,-18,-4,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3285.png,-96,-5,0,-20,0,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7080.png,-94,-5,4,14,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3322.png,-94,-5,-1,16,2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11305.png,-90,6,1,6,8,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21594.png,-88,8,4,-8,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22238.png,-95,6,-1,-4,2,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7895.png,-89,-5,3,18,-2,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16658.png,-98,0,4,14,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14419.png,-96,-1,4,-18,2,-20
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1001.png,-96,-5,-4,8,4,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12698.png,-85,8,-3,-18,6,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_21267.png,-90,4,0,4,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8139.png,-88,-4,1,14,-4,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8805.png,-88,-1,1,8,-8,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_34081.png,-94,0,-1,-8,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13657.png,-93,-6,-4,-10,6,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5239.png,-97,-8,3,16,-8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7964.png,-96,-2,-3,18,8,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9684.png,-90,7,4,-2,8,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31977.png,-92,-8,-3,-18,0,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_25259.png,-87,2,1,-8,-4,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_3058.png,-94,4,-3,8,6,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_22322.png,-86,-8,4,0,8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7822.png,-82,-6,1,-4,-8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_31961.png,-91,4,4,-14,8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23416.png,-98,3,-2,-6,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29735.png,-82,5,4,6,4,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18016.png,-85,-5,2,8,0,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_2789.png,-89,3,-2,6,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6563.png,-91,3,-3,18,4,0
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7514.png,-90,-7,-1,-20,-8,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_7165.png,-88,6,-2,-20,-6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20636.png,-91,5,4,-2,2,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_6370.png,-84,-3,-2,18,0,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_24542.png,-85,-4,4,-2,0,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12391.png,-89,4,-4,0,-2,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19.png,-85,0,-3,-2,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8164.png,-98,-8,1,4,2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12928.png,-84,4,-3,12,6,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13842.png,-95,-3,3,-10,4,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_28030.png,-91,-5,2,-16,0,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_15045.png,-97,5,-3,-6,-2,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1458.png,-94,2,4,-10,-8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13881.png,-87,-5,3,-14,-2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9841.png,-93,-1,-3,14,-2,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30653.png,-89,-4,-2,4,2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14647.png,-91,-6,-4,-2,6,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14023.png,-89,-8,2,6,2,-12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_5129.png,-87,8,0,-20,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_32985.png,-87,7,-1,12,-6,-8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27789.png,-82,7,-3,-2,-2,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18485.png,-90,6,-2,-16,0,6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_19591.png,-83,6,-1,-10,-4,-6
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11102.png,-85,0,2,12,-8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_27092.png,-87,-2,1,-4,-4,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23038.png,-96,-6,2,-4,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8461.png,-82,0,-4,12,8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26185.png,-88,-8,-2,-2,-6,-14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11264.png,-83,3,3,6,2,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9274.png,-96,-3,2,-10,8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23446.png,-96,-2,-3,-18,-6,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_30462.png,-90,2,4,12,4,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26047.png,-82,-1,2,-18,6,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_16871.png,-87,-8,-1,-10,-2,-2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_8105.png,-91,3,-4,-10,-8,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_12144.png,-97,3,3,-18,8,18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11001.png,-88,-1,-1,10,0,-18
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_18608.png,-90,-3,0,10,-6,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13820.png,-91,3,-1,-10,0,4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_897.png,-92,6,4,-8,-8,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_11336.png,-96,-7,3,2,-4,-4
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9993.png,-97,8,3,-6,-8,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_14539.png,-90,-3,0,4,8,-10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_26572.png,-89,-5,2,-18,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_9217.png,-87,-5,1,-8,0,-16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_4386.png,-95,-3,3,4,-4,16
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13703.png,-86,-4,1,14,0,8
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_1749.png,-98,0,-4,-4,8,2
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_20168.png,-92,0,-2,14,8,14
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_13435.png,-96,-2,4,16,4,12
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_23977.png,-91,1,2,18,-4,10
F:\dataset\imia\zyt303\DRRs\new_DRRs\img_29684.png,-89,5,-1,0,0,-2
